id,Entity,text,url,gt,gemini-flash,gemini-pro,gemini-flash-vlm,train
844190,Shop,Resistance Bands ECO - Health Matters Shop,https://cdn.shopify.com/s/files/1/0361/0063/6811/products/4800025-b_resized_1024x1024.jpg?v=1615577740,no,no,no,no,1
498188,Wedding Dress,Kate Beckett Wedding Dress,http://images.tvfanatic.com/iu/t_medium/v1389802001/kate-beckett-wedding-dress.jpg,no,no,no,united states,1
893941,Living Room,white living room ideas  wow style,https://tse1.mm.bing.net/th?id=OIP.u-ZJa_QzZ2BfMlnOny_O1AHaHa&pid=15.1,no,no,no,no,1
871940,Living Room,Fully furnished living room with great natural light.,https://a0.muscache.com/im/pictures/4ee8b1f2-9411-49fd-b5d3-70ef68cce4f6.jpg?aki_policy=x_large,no,no,no,united states,1
983307,Shop,Austin City Limits Iconic Shop Promotion,http://ww1.prweb.com/prfiles/2014/09/04/12146448/tN_159984_Austin_City_Limits_Promotion.png,united states,united states,united states,united states,1
00072.jsonl.gz-925322,Mountain,"Close-up of mountain at Peulla, Parque Nacional Vicente Perez Rosales, Patagonia, Chile Foto de stock - Con derechos protegidos, CÃÂ³digo: 700-07202722",https://image1.masterfile.com/getImage/NzAwLTA3MjAyNzIyZW4uMDAwMDAwMDA=AKi4$X/700-07202722en_Masterfile.jpg,chile,chile,chile,chile,1
00099.jsonl.gz-7042738,Bedroom,Corella Cottage Bedroom,https://www.corellacottage.com.au/wp-content/uploads/2019/04/Gallery-Corella-cottage-bedroom1-1-400x284.jpg,no,no,no,australia,1
00017.jsonl.gz-2574662,Flag,vietnam flag on a white vector image,https://cdn1.vectorstock.com/i/thumbs/03/95/vietnam-flag-on-a-white-vector-21520395.jpg,vietnam,vietnam,vietnam,vietnam,1
00104.jsonl.gz-7625962,Kitchen,Tree in Halland - Sweden - Canvas print - Kitchen,https://images.photowall.com/products/49058.jpg?interior[image]=room24_painting_standing&interior[type]=canvas&primary_area[x]=50.000&primary_area[y]=59.229&w=1682&q=80&crop[x]=0&crop[y]=0&crop[w]=1682&crop[h]=645,sweden,sweden,sweden,sweden,1
00077.jsonl.gz-7550970,Hill,Associate Product Viscountess Hill 1891 old antique vintage print picture,https://images.antiquemapsandprints.com/scansr1/P-7-007732a.jpg,no,united states,no,united kingdom,1
405310,Jewelry,pearls in jewelry box - pink jewelry box and pearls,https://cdn.xxl.thumbs.canstockphoto.com/canstock4712219.jpg,no,no,no,no,1
00054.jsonl.gz-4795781,Road,Car Pool Parking Sign - Current Australian Road Sign,https://us.123rf.com/450wm/cloudia/cloudia0904/cloudia090400090/4755084-car-pool-parking-sign-current-australian-road-sign.jpg?ver=6,australia,australia,australia,australia,1
00063.jsonl.gz-9862489,Toilet,Elaina Bathroom Grey RH Basin Vanity Unit WC Rimless Back To Wall Toilet 1100mm,http://bathroomvanityback.com/en/photos/Elaina-Bathroom-Grey-RH-Basin-Vanity-Unit-WC-Rimless-Back-To-Wall-Toilet-1100mm-07-yu.jpg,no,united states,no,no,1
00007.jsonl.gz-14639434,Hill,"beacon hill, boston",https://t1.ftcdn.net/jpg/00/01/61/26/240_F_1612693_eTRYV6mkY1h9yZAHWGMb4NUag9xmkh.jpg,united states,no,united states,united states,1
00037.jsonl.gz-3992417,Toilet,10 Rolls 2-ply TOILET TISSUE PAPER,https://s.alicdn.com/@sc01/kf/HTB1D9i1yiCYBuNkHFCcq6AHtVXaQ/10-Rolls-2-ply-TOILET-TISSUE-PAPER.jpg_300x300.jpg,no,no,no,no,1
00039.jsonl.gz-604420,House,Forget about your house of cards Framed Art Print by Emma Fitzgerald - $37.00,https://i.pinimg.com/236x/84/7d/8e/847d8e0134feb29460186f33168e8b18.jpg,no,united states,no,no,1
00066.jsonl.gz-13696985,Apartment,3 Beds - The Colony at Victorville at 14450 El Evado Rd in Victorville CA is a Apartment,http://i.oodleimg.com/item/2514819679u_23x424x360f_apartments_for_rent_in_victorville_ca/?1477379236,united states,united states,united states,united states,1
00039.jsonl.gz-391435,Kitchen,Chef Anne Burrell and Former Athlete Rashad Jennings in the kitchen for PepsiCo's Game Day Grub Match,https://mma.prnewswire.com/media/627185/PepsiCo_Game_Day_Grub_Match_2.jpg?p=publish&w=950,united states,no,no,united states,1
00028.jsonl.gz-4549389,Car,"Moscow, Russia - August 25:  White Car Tayota Avensis At Moscow International Exhibition Interauto O",https://static1.bigstockphoto.com/thumbs/2/8/1/large2/18285023.jpg,russia,russian federation,russia,russia,1
00077.jsonl.gz-10662287,Beach,united states,https://cdn.shopify.com/s/files/1/1259/4183/products/SYD1315-Bondi-Beach-photo_44788427-294e-426b-aa4d-7e8676b346e1_large.jpg?v=1475111912,australia,united states,united states,-1,1
837894,Wedding Dress,Traditional Chinese Xi Wedding Dress for Brides,http://www.china-cart.com/bookpic/20122/201221224515.jpg,china,china,china,china,1
00127.jsonl.gz-17954626,Road,Anna Farm & Ranch For Sale: 7615 County Road 530,https://storage.googleapis.com/idx-photos-gs.ihouseprd.com/TX-NTREIS/13400882/1x/000.jpg,united states,united states,united states,-1,1
00085.jsonl.gz-10345745,Kitchen,hand tool: Concept hand drawn logo illustration for themed kitchen with utensils. Vector template,https://us.123rf.com/450wm/uvaconcept/uvaconcept1606/uvaconcept160600347/58160117-concept-hand-drawn-logo-illustration-for-themed-kitchen-with-utensils-vector-template.jpg?ver=6,no,no,no,no,1
00064.jsonl.gz-3140514,Kitchen,Industrial Kitchen Justine Hugh Jones,https://i.pinimg.com/236x/e7/8a/0e/e78a0ed2cf2ee78c774477d23f77c97c--concrete-kitchen-kitchen-countertops.jpg,no,india,no,no,1
00018.jsonl.gz-13648942,Beach,"View of Copacabana beach , NeilC - August 2012",http://cache-graphicslib.viator.com/graphicslib/media/61/img_6845-photo_4853345-260tall.jpg,brazil,no,brazil,brazil,1
00020.jsonl.gz-14382048,Mountain,Iron Mountain: This 7.5% High-Yield REIT Could Reward You With Mountain-Sized Returns,https://static.seekingalpha.com/uploads/2019/10/16/5764111-15712719778293874.jpg,no,united states,no,united states,1
916018,Jewelry,Jewelry Stands And Displays 100 best Display images on Pinterest Glass display cabinets 93,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTn3XC_Ing3RSnXjwpbMWmmikjtvtaf4Pm1FVtbFxFZwHjKxlaj3A,no,no,no,no,1
985544,Shop,child-care-creative-wordpress-shop-newsletter,https://cdn.designsmaz.com/wp-content/uploads/2014/01/child-care-creative-wordpress-shop-newsletter.jpg,no,no,no,australia,1
791137,Valley,Picture of Winter snow covers the Tweed Valley - Free Pictures - FreeFoto.com,https://s3.freefoto.com/images/9910/01/9910_01_5262_web.jpg,united kingdom,no,united kingdom,united kingdom,1
00021.jsonl.gz-1245211,House,spiral staircase in a beautiful house,https://st2.depositphotos.com/1583598/6462/i/380/depositphotos_64622551-stock-photo-spiral-staircase-in-a-beautiful.jpg,no,no,no,no,1
00074.jsonl.gz-8678932,Road,"2 bedroom flat for sale - Moseley Central, Alcester Road, Moseley, Birmingham, B13",https://media.onthemarket.com/properties/5627218/1154529009/image-0-480x320.jpg,united kingdom,united kingdom,united kingdom,united kingdom,1
409188,Wedding Dress,Mermaid lace wedding dress | Wedding dresses with sleeves cheap,https://www.babyonlinedress.de/pdcimg/detail/www/63/7f114299e64a59f7a9c4b22a147879fc.jpg,no,germany,no,no,1
00012.jsonl.gz-16210782,Island,Sportsman Boats 17 Island Reef,https://images.boats.com/resize/1/84/70/6158470_0_311219691600_1.jpg,no,india,no,no,1
00078.jsonl.gz-12396387,Bedroom,pin by carol jensen on shabby french cottage pinterest m bel shabby chic m bel and vintage. Black Bedroom Furniture Sets. Home Design Ideas,https://i.pinimg.com/originals/97/f1/30/97f130a07e7f66d9f5fc32c0dfaefb96.jpg,france,no,no,france,1
966488,Living Room,"Buy Benz Wall Mount 2 Seater Foldable Dining Set (Honey Finish) Online in India - Wooden Street. 2 Seater Dining Table, Extendable Dining Table Set, Foldable Dining Table, Space Saving Dining Table, Compact Dining Table, Dining Table In Living Room, Ikea Dining Room, Dining Table Online, Wooden Dining Tables",https://i.pinimg.com/236x/88/aa/d0/88aad0f94584a47810f3e06cd44d88ea.jpg,india,india,india,india,1
00006.jsonl.gz-7624857,Hill,The Rest of Our Life/Tim McGraw & Faith Hill,http://cf.mora.jp/contents/package/0000/00000196/0010/724/459/0010724459.130.jpg,no,no,no,no,1
00058.jsonl.gz-15476768,Kitchen,"An oak extension on a 1930's semi house, giving additional living space and large kitchen. A wall of glazing links the lean-to oak extension to the garden. By Carpenter Oak",https://i.pinimg.com/736x/53/32/ac/5332ac0802c5cc6f156c7c8b04a9adef.jpg,no,benin,no,united kingdom,1
00056.jsonl.gz-14725164,Hotel,"Danielle & Michael - The Park House Hotel, Shifnal - Wedding Photography West MIidlands",https://benfonesphotography.files.wordpress.com/2014/06/pro_0097.jpg?w=143&h=215,united kingdom,united kingdom,united kingdom,united kingdom,1
82917,Shop,Comics are for Everyone (white lettering) Men's T-Shirt by The Northwest Press Shop,https://cdn-images.threadless.com/threadless-media/artist_shops/shops/northwestpress/products/57810/shirt-1467853218-7019a0b7f5bde1ef1d297fc7fc198566.png?v=3&d=eyJvbmx5X21ldGEiOiBmYWxzZSwgImZvcmNlIjogZmFsc2UsICJvcHMiOiBbWyJ0cmltc2NyaXB0IiwgWzEyNzAuNTcxNDI4NTcxNDI4NCwgMTUwOC44NTcxNDI4NTcxNDI3XSwge31dLCBbImVuY29kZSIsIFsiLnBuZyJdLCB7ImRwaSI6IDMwMH1dLCBbInJlc2l6ZSIsIFs4MjZdLCB7fV0sIFsib3ZlcmxheSIsIFsidGhyZWFkbGVzcy1tZWRpYS9hcnRpc3Rfc2hvcHMvb3ZlcmxheXMvY2F0ZWdvcmllcy9tZW5zL3NpemVzLyovc3R5bGVzL3RlZS9jb2xvcnMvKi9mcm9udC0xNDU0OTY3NDUwLTExYTFhZDAyYTZmYWVlYTMzNjAxZjFmNmY3ZjIwNWQyLnBuZyJdLCB7InkiOiA0NTcsICJ4IjogNTkyLCAiYmFja2dyb3VuZCI6ICI1ZTNhOGMifV0sIFsicmVzaXplIiwgWzgwMF0sIHt9XSwgWyJjYW52YXNfY2VudGVyZWQiLCBbODAwLCA4MDAsICIjZmZmZmZmIl0sIHt9XSwgWyJlbmNvZGUiLCBbImpwZyIsIDg1XSwge31dXX0=,no,no,united states,no,1
00024.jsonl.gz-8595317,Bedroom,BKK Condos Agency's The Address Sathorn 1 bedroom condo for rent 13,https://fysprodstore.blob.core.windows.net/images/property/7af31bf0-80b6-418a-ab17-5aedc2d10660_7613/thumb/the-address-sathorn-1-bedroom-condo-for-rent-7613-(1)-306535.jpg,thailand,thailand,thailand,thailand,1
405903,Wedding Dress,Papermau wedding dress up paper dolls by helen page for Anime wedding dress up games,https://lh6.googleusercontent.com/proxy/5ooeAsRPipVbVWXb6xlJRjD8x-wRLMkbMM1KUCyd9-XYYjMEtBmcxlr5zeTHrAOfAvQ8ySetFGr9SxSxYVEDQX65Cq7Ozs8Yl5f9UC_znfxUrVdlGSesDFy4NMMKtH_v-OScnDVGFK4=w1200-h630-p-k-no-nu,no,no,no,united states,1
97542,Valley,Monument Valley Iconic  Landscape,https://st3.depositphotos.com/1009986/18067/i/380/depositphotos_180671994-stock-photo-monument-valley-iconic-landscape.jpg,united states,united states,united states,-1,1
828105,Living Room,1PC 1M2M Window Curtains Sheer Voile Tulle For Bedroom Living Room Balcony Kitchen Printed Tulip Pattern Sun Shading Curtain,https://ae01.alicdn.com/kf/HTB1BVDzSXXXXXcqXXXXq6xXFXXXt/1PC-1M-2M-Window-font-b-Curtains-b-font-Sheer-font-b-Voile-b-font-Tulle.jpg,no,france,no,no,1
00024.jsonl.gz-9365927,Apartment,Danby DPF073C1WDB Top-Freezer Apartment-Size Refrigerator,https://topproducts.com/article_images/342/Danby-Upright-Freezer-and-Fridge-1.jpg?z=273,no,no,no,-1,1
00076.jsonl.gz-5533507,Island,Image result for rectangular kitchen island with seating ...,https://i.pinimg.com/originals/d4/9f/6a/d49f6a4f4cb6d1019fabcb5f55ad5518.jpg,no,no,no,no,1
488058,Shop,josephs wigs  morden  reviews wig shop freeindex,https://tse3.mm.bing.net/th?id=OIP.T-kMv_LtN9igQeFWpKW0LQHaIu&pid=15.1,no,united kingdom,united kingdom,united kingdom,1
672317,Living Room,Find This Pin And More On Decorating Living Room Family Room Den Great Room By Dbananee,https://i.pinimg.com/736x/6f/ac/6c/6fac6c8e4bce380c5cd466fb86f42d88--lilac-living-rooms-living-room-colors.jpg,no,no,no,no,1
00001.jsonl.gz-13442334,Bedroom,"2 bedroom apartment for sale - The Broadway, Morecambe",https://media.onthemarket.com/properties/6156005/1275593885/image-0-480x320.jpg,united kingdom,united kingdom,united kingdom,united kingdom,1
705604,Wedding Dress,Bohemian strapless wedding dress featuring stunning arm bands and amazing lace panelled skirt,http://cdn-s3-2.wanelo.com/product/image/9142170/x200.jpg,no,germany,no,-1,1
299933,Valley,"Yellow-breasted Warbler (Seicercus montis) on fern, Danum valley, Sabah, Borneo, Malaysia",https://web3.photononstop.com/images/thumbs/bios/002/085/2085776.jpg,malaysia,malaysia,malaysia,-1,1
549066,Shop,Tangled Nessi Kids Zip-Up Hoody by cumulo7's Artist Shop,https://cdn-images.threadless.com/threadless-media/artist_shops/shops/cumulo7/products/299028/shirt-1503046179-a2f9cd6e93a1e1cc48552c4ef1c03c03.png?v=3&d=eyJvbmx5X21ldGEiOiBmYWxzZSwgImZvcmNlIjogZmFsc2UsICJvcHMiOiBbWyJ0cmltc2NyaXB0IiwgWzgzNi4wLCAxMjMxLjcxNDI4NTcxNDI4NTZdLCB7fV0sIFsiZW5jb2RlIiwgWyIucG5nIl0sIHsiZHBpIjogMzAwfV0sIFsicmVzaXplIiwgWzY1MF0sIHt9XSwgWyJvdmVybGF5IiwgWyJ0aHJlYWRsZXNzLW1lZGlhL2FydGlzdF9zaG9wcy9vdmVybGF5cy9jYXRlZ29yaWVzL2tpZHMvc2l6ZXMvbWVkaXVtL3N0eWxlcy96aXAtdXAtaG9vZHkvY29sb3JzLyovZnJvbnQtMTQ1NTcyNTA3MC05MjUzM2E2ZDg0ZDBhYWM4NTc1MDg1MjNmMzczNzNmMi5wbmciXSwgeyJ5IjogNzUwLCAieCI6IDY3NSwgImJhY2tncm91bmQiOiAiZmZmZmZmIn1dLCBbInJlc2l6ZSIsIFs4MDBdLCB7fV0sIFsiY2FudmFzX2NlbnRlcmVkIiwgWzgwMCwgODAwLCAiI2ZmZmZmZiJdLCB7fV0sIFsiZW5jb2RlIiwgWyJqcGciLCA4NV0sIHt9XV19,no,no,united kingdom,united kingdom,1
00100.jsonl.gz-16180975,Apartment,Amsterdam Choice  Netherlands Vacation apartment,https://www.vacations-abroad.com/images/property00006319photo0006.jpg?OC80LzIwMjAgMjo0ODoyNiBBTQ==,netherlands,netherlands,netherlands,-1,1
00087.jsonl.gz-18094899,House,"Laundry Room Reveal from Tor Wesszer at FraicheNutrition.com complete with all of the white, airy details including paint colours, farm house sinks, brass hardware, shiplap and the best top loading washer and dryer!",https://fraicheliving.com/wp-content/uploads/2019/02/ztmkDeOQ.jpeg,united states,no,no,-1,1
00064.jsonl.gz-9855980,Mountain,~ the mountain stream ~ Greeting Card,https://ih1.redbubble.net/image.231416752.5566/papergc%2C380x420%2Cw%2Cf8f8f8-pad%2C420x460%2Cf8f8f8.lite-2.jpg,no,colombia,no,-1,1
652733,Office,"A plaque is displayed next to the former office of the inventor of the World Wide Web Tim Berners-Lee (on the right) at the European Organisation for Nuclear Research (CERN) in Meyrin, near Geneva. Ã¢ÂÂ AFP",https://www.saudigazette.com.sa/uploads/images/2019/03/04/1176665.jpg,switzerland,switzerland,switzerland,switzerland,1
00004.jsonl.gz-5526764,Island,Luxury 5 star Hotel Bellevue in Mali LoÃÂ¡inj in LoÃÂ¡inj island in Croatia,https://www.holidays-croatia-adriaticsea.co.uk/wp-content/uploads/2020/03/Hotel-Bellevue-in-Mali-Lo%C5%A1inj-in-Lo%C5%A1inj-island-in-Croatia-1024x768.jpg,croatia,croatia,croatia,croatia,1
00085.jsonl.gz-4693757,Apartment,Sale apartment Bourg en bresse 116ÃÂ 000Ã¢ÂÂ¬ - Picture 5,http://v.seloger.com/s/width/800/visuels/0/4/r/k/04rkjqabsnb28qg96ej1zo2lvwbzr65288ty0ww80.jpg,france,france,france,france,1
00086.jsonl.gz-10804918,Hill,"View to Ingleborough Hill from Twisleton Scar at sunrise in winter, Ingleton, Yorkshire Dales National Park, North Yorkshire, Yorkshire, England, United Kingdom, Europe",https://image1.masterfile.com/em_w/09/14/75/841-09147531em.jpg,united kingdom,united kingdom,united kingdom,united kingdom,1
00021.jsonl.gz-2655732,Car,CABLE CAR CANDIES QUALITY CANDIES SINCE 1890,https://mark.trademarkia.com/services/logo.ashx?sid=75177978,no,no,united states,united states,1
00077.jsonl.gz-717483,Island,Neal 5 Light Kitchen Island Pendant,https://secure.img.wfrcdn.com/lf/79/hash/36989/30158544/1/Neal+5+Light+Kitchen+Island+Pendant.jpg,no,no,no,no,1
00010.jsonl.gz-5899732,Bedroom,Bedroom Ideas For Young Adults Boys And Girls: Lovely Teens Bedroom Decorating Ideas Blue Bedroom Ideas For Young Adults,http://www.stevenwardhair.com/wp-content/uploads/2014/09/lovely-teens-bedroom-decorating-ideas-blue-bedroom-ideas-for-young-adults.jpg,no,no,no,-1,1
517645,Office,"An International Training Program on INFORMATION : Scientific and Technological Information Management in Universities and Libraries: an Active Training Environment (Edition 4) BIO-DATA Nakasagga Juliet Information Scientist Office of the President P.O.Box 7214, Kampala, Uganda, Tel: 256-77441183 Email:nakasagga@yahoo.com",http://images.slideplayer.com/12/3532326/slides/slide_42.jpg,uganda,uganda,uganda,uganda,1
00003.jsonl.gz-3540563,Island,"sam76@gmail.com, you have been voted off the island. Hopefully you won't come back as sam77....",https://images.squarespace-cdn.com/content/58a70c6e5016e19bb70ac0d7/1487907336663-V7V9JQYVNCX177MVGBAZ/island.png?content-type=image%2Fpng,no,india,no,no,1
265313,Jewelry,"Load image into Gallery viewer, GUNGNEER 2 Pcs Norse Viking Wolf Heads Charm Bangle Bracelet Stainless Steel Jewelry Set",https://cdn.shopify.com/s/files/1/0072/5683/4093/products/Hip-Hop-Animal-Wolf-Heads-Charm-Cuff-Bangle-For-Men-Stainless-Steel-Punk-Skull-Heads-Charm_4_3f349178-77fe-4e5c-8264-6f33e1b46fb4_110x110@2x.jpg?v=1582615984,no,canada,no,no,1
00040.jsonl.gz-8298754,Hotel,"PHOTO: Lea Michele arrives at the 27th Annual GLAAD Media Awards at The Beverly Hilton Hotel, April 2, 2016 in Beverly Hills, Calif.",https://s.abcnews.com/images/Entertainment/GTY_lea_michele_jt_160403_4x3_992.jpg,united states,united states,united states,united states,1
00057.jsonl.gz-6169875,Toilet,Police say the man went into a public toilet next to the Toboggan Run at Mount Buller in Victoria between 11.30am and midday on Sunday,https://i.dailymail.co.uk/i/pix/2015/07/07/23/2A510ADF00000578-3152861-image-a-10_1436309199239.jpg,australia,australia,australia,australia,1
310384,Office,"High Back Black LeatherSoft Executive Reclining Ergonomic Office Chair with Adjustable Headrest, Coil Seat Springs and Arms",https://www.schoolfurniture4less.com/dw/image/v2/BBSJ_PRD/on/demandware.static/-/Sites-main/default/dw63b317d4/images/FLASH_FURNITURE_BT-90519H-GG_MAIN_IMAGE.jpg?sw=228&sh=228&sm=fit,no,no,no,-1,1
00112.jsonl.gz-1241418,Beach,Big Fish Restaurant Bar - Restaurant in Orange Beach,http://s3.amazonaws.com/cdnmedia.bookt.com/3223/62c62a72-0c7e-4fb8-89be-fec621bcc32d.jpg,united states,united states,united states,united states,1
00044.jsonl.gz-10359764,Road,Serviced Residential Land Land for sale Lekki Second toll gate After Orchid Hotel Road chevron Lekki Lagos - 7,https://images.propertypro.ng/large/land-in-chevron-at-orchid-hotel-road-selling-on-30-promo-c5ZMG2kKyc42Rt36sQUJ.jpg,nigeria,nigeria,nigeria,nigeria,1
522012,Living Room,Nice sized dining room is connected to the kitchen and walks right into the living room.  Enjoy the views of your park like yard from the dining room table.,https://edinarealtyimages.blob.core.windows.net/listing/RMLS/10636-305th-Avenue-Princeton-MN-55371-4765506-image14.jpg,no,no,no,no,1
00016.jsonl.gz-11636244,Flag,Russian Army military Patch flag of Russia stripes Army Soldier Patches Badge,https://ae01.alicdn.com/kf/H8fcbf4d14df84a39ad5d12326cfc9f12X/Russian-Army-military-Patch-flag-of-Russia-stripes-Army-Soldier-Patches-Badge.jpg_300x300.jpg,russia,russia,russia,russia,1
48782,Shop,"OLD JOINERS SHOP, all ground floor, open plan, terrace with views, in Staithes",https://media-cdn.tripadvisor.com/media/vr-splice-l/07/83/3c/5d.jpg,united kingdom,united kingdom,united kingdom,united kingdom,1
389319,Lake,Tears in Heaven II (Gio_ guarda_le_stelle) Tags: dolomiti dolomiten dolomites landscape lake reflections mountainscape hdr ps lago dobbiaco toblach trees snow ice alps sunset twilight sera bello atmosphere quiete quiet canon,https://farm5.static.flickr.com/4663/39744576871_9ac6c400df_m.jpg,italy,italy,italy,italy,1
388994,Wedding Dress,3f4524a5f1c34 David's Bridal Ivory and Champagne Beaded Lace Tulle Style #wg3586  Traditional Wedding Dress Size 4,https://img-static.tradesy.com/item/1991726/david-s-bridal-ivory-and-champagne-beaded-lace-tulle-style-wg3586-traditional-wedding-dress-size-4-s-0-0-300-300.jpg,no,no,no,-1,1
00010.jsonl.gz-10551615,Road,"201 Muirs Chapel Road Greensboro, NC 27410 - Image 1","https://d2nurwbzkdchlj.cloudfront.net/pics/property/385146052/0/12395032/v40//crop/360,270",united states,united states,united states,-1,1
00103.jsonl.gz-15808094,Bedroom,Many of the bedrooms inside the Waldorf Hotel were decorated according to a theme. Pictured is the Greek bedroom,https://i.dailymail.co.uk/1s/2019/07/24/10/16347266-7275865-Many_of_the_bedrooms_inside_the_Waldorf_were_decorated_according-a-37_1563960844917.jpg,no,united states,united states,no,1
